STRIKE_REL,MATURITY,IV_OTM
0.29336758749164427,0.010958904109589041,2.94052
0.4190965535594918,0.010958904109589041,2.10609
0.5448255196273394,0.010958904109589041,1.49119
0.6705544856951868,0.010958904109589041,1.00139
0.7962834517630344,0.010958904109589041,0.58884
0.922012418,0.010958904109589041,0.2479
0.9995452802393879,0.010958904109589041,0.04727
1.002688504391084,0.010958904109589041,0.05512
1.0896510392546788,0.010958904109589041,0.23614
1.215380005322526,0.010958904109589041,0.50384
0.29336758749164427,0.019178082191780823,2.30229
0.4190965535594918,0.019178082191780823,1.64973
0.5448255196273394,0.019178082191780823,1.16857
0.6705544856951868,0.019178082191780823,0.78483
0.7962834517630344,0.019178082191780823,0.51423
0.922012418,0.019178082191780823,0.22917
0.9995452802393879,0.019178082191780823,0.0862
1.002688504391084,0.019178082191780823,0.09179
1.0896510392546788,0.019178082191780823,0.18305
1.215380005322526,0.019178082191780823,0.39194
0.29336758749164427,0.032876712,1.79373
0.4190965535594918,0.032876712,1.28551
0.5448255196273394,0.032876712,0.9107
0.6705544856951868,0.032876712,0.64154
0.7962834517630344,0.032876712,0.4216
0.922012418,0.032876712,0.19811
0.9995452802393879,0.032876712,0.08758
1.002688504391084,0.032876712,0.09261
1.0896510392546788,0.032876712,0.15054
1.215380005322526,0.032876712,0.30446
0.29336758749164427,0.049315068493150684,1.48064
0.4190965535594918,0.049315068493150684,1.06072
0.5448255196273394,0.049315068493150684,0.75191
0.6705544856951868,0.049315068493150684,0.55867
0.7962834517630344,0.049315068493150684,0.37751
0.922012418,0.049315068493150684,0.18291
0.9995452802393879,0.049315068493150684,0.09191
1.002688504391084,0.049315068493150684,0.09611
1.0896510392546788,0.049315068493150684,0.13316
1.215380005322526,0.049315068493150684,0.26316
0.1676386214237967,0.057534246575342465,1.99226
0.29336758749164427,0.057534246575342465,1.37562
0.4190965535594918,0.057534246575342465,0.98588
0.5448255196273394,0.057534246575342465,0.69863
0.6705544856951868,0.057534246575342465,0.53659
0.7962834517630344,0.057534246575342465,0.36723
0.922012418,0.057534246575342465,0.17937
0.9995452802393879,0.057534246575342465,0.09556
1.002688504391084,0.057534246575342465,0.09959
1.0896510392546788,0.057534246575342465,0.12694
1.215380005322526,0.057534246575342465,0.24319
